,B1
725846400000,0.437
725850000000,0.444
725853600000,0.398
725857200000,0.325
725860800000,0.251
725864400000,0.213
725868000000,0.231
725871600000,0.276
725875200000,0.317
725878800000,0.325
725882400000,0.328
725886000000,0.337
725889600000,0.348
725893200000,0.34
725896800000,0.327
725900400000,0.343
725904000000,0.379
725907600000,0.413
725911200000,0.42
725914800000,0.429
725918400000,0.475
725922000000,0.501
725925600000,0.496
725929200000,0.501
725932800000,0.583
725936400000,0.616
725940000000,0.605
725943600000,0.583
725947200000,0.544
725950800000,0.498
725954400000,0.473
725958000000,0.464
725961600000,0.451
725965200000,0.438
725968800000,0.437
725972400000,0.454
725976000000,0.465
725979600000,0.468
725983200000,0.471
725986800000,0.472
725990400000,0.479
725994000000,0.491
725997600000,0.501
726001200000,0.503
726004800000,0.505
726008400000,0.488
726012000000,0.464
726015600000,0.557
726019200000,0.704
726022800000,0.715
726026400000,0.696
726030000000,0.697
726033600000,0.708
726037200000,0.717
726040800000,0.729
726044400000,0.746
726048000000,0.737
726051600000,0.674
726055200000,0.586
726058800000,0.517
726062400000,0.47
726066000000,0.441
726069600000,0.432
726073200000,0.413
726076800000,0.382
726080400000,0.378
726084000000,0.386
726087600000,0.407
726091200000,0.435
726094800000,0.478
726098400000,0.495
726102000000,0.519
726105600000,0.64
726109200000,0.689
726112800000,0.698
726116400000,0.698
726120000000,0.697
726123600000,0.695
726127200000,0.707
726130800000,0.717
726134400000,0.7
726138000000,0.628
726141600000,0.554
726145200000,0.541
726148800000,0.523
726152400000,0.487
726156000000,0.476
726159600000,0.466
726163200000,0.454
726166800000,0.442
726170400000,0.404
726174000000,0.422
726177600000,0.469
726181200000,0.496
726184800000,0.517
726188400000,0.609
726192000000,0.696
726195600000,0.75
726199200000,0.812
726202800000,0.833
726206400000,0.832
726210000000,0.826
726213600000,0.815
726217200000,0.799
726220800000,0.767
726224400000,0.699
726228000000,0.594
726231600000,0.547
726235200000,0.526
726238800000,0.519
726242400000,0.526
726246000000,0.498
726249600000,0.505
726253200000,0.525
726256800000,0.598
726260400000,0.661
726264000000,0.688
726267600000,0.668
726271200000,0.707
726274800000,0.718
726278400000,0.806
726282000000,0.868
726285600000,0.874
726289200000,0.836
726292800000,0.744
726296400000,0.656
726300000000,0.602
726303600000,0.541
726307200000,0.471
726310800000,0.408
726314400000,0.402
726318000000,0.437
726321600000,0.48
726325200000,0.518
726328800000,0.574
726332400000,0.544
726336000000,0.473
726339600000,0.39
726343200000,0.302
726346800000,0.201
726350400000,0.148
726354000000,0.258
726357600000,0.481
726361200000,0.715
726364800000,0.876
726368400000,0.913
726372000000,0.917
726375600000,0.914
726379200000,0.912
726382800000,0.913
726386400000,0.917
726390000000,0.918
726393600000,0.907
726397200000,0.861
726400800000,0.792
726404400000,0.747
726408000000,0.713
726411600000,0.676
726415200000,0.646
726418800000,0.61
726422400000,0.588
726426000000,0.587
726429600000,0.602
726433200000,0.618
726436800000,0.614
726440400000,0.586
726444000000,0.567
726447600000,0.761
726451200000,0.862
726454800000,0.881
726458400000,0.891
726462000000,0.906
726465600000,0.915
726469200000,0.919
726472800000,0.922
726476400000,0.922
726480000000,0.905
726483600000,0.837
726487200000,0.758
726490800000,0.722
726494400000,0.707
726498000000,0.673
726501600000,0.618
726505200000,0.591
726508800000,0.59
726512400000,0.612
726516000000,0.619
726519600000,0.595
726523200000,0.59
726526800000,0.628
726530400000,0.615
726534000000,0.713
726537600000,0.808
726541200000,0.824
726544800000,0.818
726548400000,0.807
726552000000,0.791
726555600000,0.769
726559200000,0.762
726562800000,0.766
726566400000,0.762
726570000000,0.693
726573600000,0.582
726577200000,0.545
726580800000,0.535
726584400000,0.519
726588000000,0.522
726591600000,0.516
726595200000,0.501
726598800000,0.502
726602400000,0.51
726606000000,0.522
726609600000,0.527
726613200000,0.513
726616800000,0.479
726620400000,0.546
726624000000,0.709
726627600000,0.705
726631200000,0.672
726634800000,0.648
726638400000,0.636
726642000000,0.637
726645600000,0.658
726649200000,0.682
726652800000,0.684
726656400000,0.622
726660000000,0.525
726663600000,0.415
726667200000,0.279
726670800000,0.217
726674400000,0.182
726678000000,0.135
726681600000,0.082
726685200000,0.057
726688800000,0.064
726692400000,0.118
726696000000,0.199
726699600000,0.254
726703200000,0.313
726706800000,0.564
726710400000,0.746
726714000000,0.759
726717600000,0.724
726721200000,0.677
726724800000,0.645
726728400000,0.63
726732000000,0.63
726735600000,0.635
726739200000,0.62
726742800000,0.535
726746400000,0.45
726750000000,0.386
726753600000,0.326
726757200000,0.285
726760800000,0.282
726764400000,0.349
726768000000,0.338
726771600000,0.351
726775200000,0.355
726778800000,0.38
726782400000,0.425
726786000000,0.46
726789600000,0.501
726793200000,0.644
726796800000,0.798
726800400000,0.826
726804000000,0.809
726807600000,0.8
726811200000,0.8
726814800000,0.808
726818400000,0.821
726822000000,0.833
726825600000,0.82
726829200000,0.736
726832800000,0.602
726836400000,0.51
726840000000,0.466
726843600000,0.446
726847200000,0.439
726850800000,0.446
726854400000,0.453
726858000000,0.464
726861600000,0.48
726865200000,0.491
726868800000,0.481
726872400000,0.433
726876000000,0.387
726879600000,0.512
726883200000,0.666
726886800000,0.693
726890400000,0.687
726894000000,0.703
726897600000,0.728
726901200000,0.739
726904800000,0.745
726908400000,0.741
726912000000,0.724
726915600000,0.623
726919200000,0.527
726922800000,0.449
726926400000,0.4
726930000000,0.394
726933600000,0.392
726937200000,0.401
726940800000,0.395
726944400000,0.376
726948000000,0.364
726951600000,0.362
726955200000,0.369
726958800000,0.369
726962400000,0.362
726966000000,0.552
726969600000,0.678
726973200000,0.678
726976800000,0.657
726980400000,0.663
726984000000,0.692
726987600000,0.723
726991200000,0.744
726994800000,0.747
726998400000,0.724
727002000000,0.624
727005600000,0.501
727009200000,0.448
727012800000,0.435
727016400000,0.413
727020000000,0.391
727023600000,0.373
727027200000,0.362
727030800000,0.359
727034400000,0.367
727038000000,0.378
727041600000,0.368
