,V2
473385600000,0.831
473389200000,0.846
473392800000,0.85
473396400000,0.824
473400000000,0.78
473403600000,0.707
473407200000,0.609
473410800000,0.502
473414400000,0.423
473418000000,0.404
473421600000,0.441
473425200000,0.497
473428800000,0.571
473432400000,0.647
473436000000,0.706
473439600000,0.734
473443200000,0.742
473446800000,0.751
473450400000,0.766
473454000000,0.78
473457600000,0.791
473461200000,0.798
473464800000,0.793
473468400000,0.792
473472000000,0.794
473475600000,0.779
473479200000,0.747
473482800000,0.711
473486400000,0.678
473490000000,0.652
473493600000,0.635
473497200000,0.619
473500800000,0.599
473504400000,0.607
473508000000,0.586
473511600000,0.538
473515200000,0.527
473518800000,0.536
473522400000,0.554
473526000000,0.579
473529600000,0.599
473533200000,0.626
473536800000,0.642
473540400000,0.644
473544000000,0.634
473547600000,0.639
473551200000,0.655
473554800000,0.681
473558400000,0.718
473562000000,0.722
473565600000,0.688
473569200000,0.629
473572800000,0.591
473576400000,0.582
473580000000,0.564
473583600000,0.553
473587200000,0.536
473590800000,0.534
473594400000,0.523
473598000000,0.533
473601600000,0.568
473605200000,0.601
473608800000,0.644
473612400000,0.678
473616000000,0.695
473619600000,0.71
473623200000,0.73
473626800000,0.744
473630400000,0.734
473634000000,0.713
473637600000,0.678
473641200000,0.659
473644800000,0.685
473648400000,0.725
473652000000,0.728
473655600000,0.687
473659200000,0.594
473662800000,0.549
473666400000,0.59
473670000000,0.601
473673600000,0.578
473677200000,0.574
473680800000,0.601
473684400000,0.642
473688000000,0.61
473691600000,0.535
473695200000,0.512
473698800000,0.612
473702400000,0.712
473706000000,0.761
473709600000,0.78
473713200000,0.777
473716800000,0.759
473720400000,0.741
473724000000,0.732
473727600000,0.722
473731200000,0.702
473734800000,0.69
473738400000,0.678
473742000000,0.652
473745600000,0.612
473749200000,0.571
473752800000,0.577
473756400000,0.628
473760000000,0.676
473763600000,0.694
473767200000,0.703
473770800000,0.725
473774400000,0.697
473778000000,0.623
473781600000,0.589
473785200000,0.601
473788800000,0.626
473792400000,0.649
473796000000,0.673
473799600000,0.684
473803200000,0.681
473806800000,0.675
473810400000,0.672
473814000000,0.666
473817600000,0.684
473821200000,0.687
473824800000,0.666
473828400000,0.642
473832000000,0.635
473835600000,0.624
473839200000,0.621
473842800000,0.635
473846400000,0.672
473850000000,0.728
473853600000,0.758
473857200000,0.768
473860800000,0.767
473864400000,0.77
473868000000,0.77
473871600000,0.759
473875200000,0.748
473878800000,0.75
473882400000,0.762
473886000000,0.775
473889600000,0.785
473893200000,0.792
473896800000,0.788
473900400000,0.783
473904000000,0.778
473907600000,0.731
473911200000,0.637
473914800000,0.547
473918400000,0.507
473922000000,0.503
473925600000,0.527
473929200000,0.565
473932800000,0.604
473936400000,0.62
473940000000,0.6
473943600000,0.55
473947200000,0.501
473950800000,0.502
473954400000,0.552
473958000000,0.605
473961600000,0.661
473965200000,0.672
473968800000,0.619
473972400000,0.56
473976000000,0.519
473979600000,0.476
473983200000,0.424
473986800000,0.358
473990400000,0.343
473994000000,0.347
473997600000,0.362
474001200000,0.377
474004800000,0.394
474008400000,0.405
474012000000,0.422
474015600000,0.441
474019200000,0.447
474022800000,0.452
474026400000,0.457
474030000000,0.454
474033600000,0.462
474037200000,0.477
474040800000,0.518
474044400000,0.566
474048000000,0.593
474051600000,0.594
474055200000,0.58
