,N1
1640995200000,0.917
1640998800000,0.936
1641002400000,0.947
1641006000000,0.953
1641009600000,0.949
1641013200000,0.941
1641016800000,0.924
1641020400000,0.876
1641024000000,0.851
1641027600000,0.84
1641031200000,0.832
1641034800000,0.839
1641038400000,0.86
1641042000000,0.866
1641045600000,0.852
1641049200000,0.84
1641052800000,0.831
1641056400000,0.827
1641060000000,0.828
1641063600000,0.827
1641067200000,0.833
1641070800000,0.847
1641074400000,0.864
1641078000000,0.867
1641081600000,0.906
1641085200000,0.912
1641088800000,0.906
1641092400000,0.893
1641096000000,0.869
1641099600000,0.837
1641103200000,0.781
1641106800000,0.696
1641110400000,0.656
1641114000000,0.709
1641117600000,0.756
1641121200000,0.786
1641124800000,0.8
1641128400000,0.801
1641132000000,0.802
1641135600000,0.8
1641139200000,0.803
1641142800000,0.816
1641146400000,0.819
1641150000000,0.819
1641153600000,0.814
1641157200000,0.821
1641160800000,0.834
1641164400000,0.856
1641168000000,0.904
1641171600000,0.911
1641175200000,0.903
1641178800000,0.879
1641182400000,0.845
1641186000000,0.809
1641189600000,0.77
1641193200000,0.682
1641196800000,0.583
1641200400000,0.591
1641204000000,0.646
1641207600000,0.737
1641211200000,0.772
1641214800000,0.772
1641218400000,0.781
1641222000000,0.781
1641225600000,0.773
1641229200000,0.765
1641232800000,0.752
1641236400000,0.742
1641240000000,0.708
1641243600000,0.674
1641247200000,0.645
1641250800000,0.605
1641254400000,0.685
1641258000000,0.744
1641261600000,0.771
1641265200000,0.776
1641268800000,0.736
1641272400000,0.68
1641276000000,0.641
1641279600000,0.565
1641283200000,0.416
1641286800000,0.42
1641290400000,0.522
1641294000000,0.643
1641297600000,0.71
1641301200000,0.703
1641304800000,0.683
1641308400000,0.672
1641312000000,0.626
1641315600000,0.594
1641319200000,0.566
1641322800000,0.547
1641326400000,0.526
1641330000000,0.525
1641333600000,0.516
1641337200000,0.487
1641340800000,0.547
1641344400000,0.565
1641348000000,0.561
1641351600000,0.547
1641355200000,0.519
1641358800000,0.482
1641362400000,0.456
1641366000000,0.427
1641369600000,0.346
1641373200000,0.357
1641376800000,0.423
1641380400000,0.513
1641384000000,0.525
