,S1
1640995200000,0.935
1640998800000,0.961
1641002400000,0.967
1641006000000,0.962
1641009600000,0.947
1641013200000,0.927
1641016800000,0.909
1641020400000,0.892
1641024000000,0.888
1641027600000,0.886
1641031200000,0.885
1641034800000,0.882
1641038400000,0.869
1641042000000,0.861
1641045600000,0.857
1641049200000,0.849
1641052800000,0.845
1641056400000,0.852
1641060000000,0.858
1641063600000,0.866
1641067200000,0.87
1641070800000,0.871
1641074400000,0.867
1641078000000,0.862
1641081600000,0.907
1641085200000,0.926
1641088800000,0.923
1641092400000,0.914
1641096000000,0.899
1641099600000,0.874
1641103200000,0.839
1641106800000,0.806
1641110400000,0.782
1641114000000,0.782
1641117600000,0.812
1641121200000,0.825
1641124800000,0.826
1641128400000,0.824
1641132000000,0.826
1641135600000,0.827
1641139200000,0.825
1641142800000,0.821
1641146400000,0.819
1641150000000,0.817
1641153600000,0.819
1641157200000,0.835
1641160800000,0.849
1641164400000,0.843
1641168000000,0.908
1641171600000,0.931
1641175200000,0.928
1641178800000,0.901
1641182400000,0.857
1641186000000,0.809
1641189600000,0.755
1641193200000,0.695
1641196800000,0.645
1641200400000,0.664
1641204000000,0.717
1641207600000,0.729
1641211200000,0.744
1641214800000,0.763
1641218400000,0.768
1641222000000,0.762
1641225600000,0.744
1641229200000,0.734
1641232800000,0.717
1641236400000,0.705
1641240000000,0.733
1641243600000,0.753
1641247200000,0.754
1641250800000,0.717
1641254400000,0.759
1641258000000,0.828
1641261600000,0.838
1641265200000,0.819
1641268800000,0.796
1641272400000,0.759
1641276000000,0.724
1641279600000,0.677
1641283200000,0.65
1641286800000,0.672
1641290400000,0.683
1641294000000,0.698
1641297600000,0.703
1641301200000,0.704
1641304800000,0.724
1641308400000,0.727
1641312000000,0.701
1641315600000,0.684
1641319200000,0.672
1641322800000,0.647
1641326400000,0.654
1641330000000,0.689
1641333600000,0.71
1641337200000,0.676
1641340800000,0.746
1641344400000,0.774
1641348000000,0.725
1641351600000,0.653
1641355200000,0.586
1641358800000,0.539
1641362400000,0.506
1641366000000,0.473
1641369600000,0.479
1641373200000,0.538
1641376800000,0.565
1641380400000,0.578
1641384000000,0.571
1641387600000,0.575
1641391200000,0.563
1641394800000,0.52
1641398400000,0.481
1641402000000,0.457
1641405600000,0.46
1641409200000,0.467
1641412800000,0.485
1641416400000,0.513
1641420000000,0.488
1641423600000,0.358
1641427200000,0.421
1641430800000,0.42
1641434400000,0.376
1641438000000,0.338
1641441600000,0.301
1641445200000,0.274
1641448800000,0.272
1641452400000,0.263
1641456000000,0.265
1641459600000,0.32
1641463200000,0.34
1641466800000,0.358
1641470400000,0.37
1641474000000,0.373
1641477600000,0.383
1641481200000,0.382
1641484800000,0.368
1641488400000,0.367
1641492000000,0.374
1641495600000,0.383
1641499200000,0.415
1641502800000,0.441
1641506400000,0.422
1641510000000,0.417
1641513600000,0.55
1641517200000,0.622
1641520800000,0.603
1641524400000,0.544
1641528000000,0.485
1641531600000,0.456
1641535200000,0.455
1641538800000,0.442
1641542400000,0.479
1641546000000,0.516
1641549600000,0.504
1641553200000,0.513
1641556800000,0.509
1641560400000,0.516
1641564000000,0.535
1641567600000,0.535
1641571200000,0.512
1641574800000,0.484
1641578400000,0.47
1641582000000,0.464
1641585600000,0.444
1641589200000,0.459
1641592800000,0.435
1641596400000,0.395
1641600000000,0.423
1641603600000,0.434
1641607200000,0.374
1641610800000,0.325
1641614400000,0.306
1641618000000,0.301
1641621600000,0.31
1641625200000,0.289
1641628800000,0.27
1641632400000,0.289
1641636000000,0.31
1641639600000,0.344
1641643200000,0.364
1641646800000,0.38
1641650400000,0.379
1641654000000,0.376
1641657600000,0.364
