,V1
915148800000,0.885
915152400000,0.917
915156000000,0.923
915159600000,0.919
915163200000,0.906
915166800000,0.89
915170400000,0.87
915174000000,0.802
915177600000,0.718
915181200000,0.713
915184800000,0.75
915188400000,0.798
915192000000,0.827
915195600000,0.842
915199200000,0.833
915202800000,0.814
915206400000,0.803
915210000000,0.801
915213600000,0.8
915217200000,0.792
915220800000,0.78
915224400000,0.778
915228000000,0.771
915231600000,0.776
915235200000,0.871
915238800000,0.896
915242400000,0.897
915246000000,0.887
915249600000,0.866
915253200000,0.834
915256800000,0.791
915260400000,0.708
915264000000,0.577
915267600000,0.552
915271200000,0.579
915274800000,0.59
915278400000,0.606
915282000000,0.602
915285600000,0.601
915289200000,0.627
915292800000,0.615
915296400000,0.562
915300000000,0.522
915303600000,0.555
915307200000,0.577
915310800000,0.559
915314400000,0.525
915318000000,0.485
915321600000,0.525
915325200000,0.566
915328800000,0.556
915332400000,0.513
915336000000,0.476
915339600000,0.445
915343200000,0.42
915346800000,0.364
915350400000,0.278
915354000000,0.266
915357600000,0.29
915361200000,0.311
915364800000,0.324
915368400000,0.337
915372000000,0.334
915375600000,0.329
915379200000,0.329
915382800000,0.337
915386400000,0.348
915390000000,0.352
915393600000,0.347
915397200000,0.32
915400800000,0.277
915404400000,0.233
915408000000,0.284
915411600000,0.303
915415200000,0.291
915418800000,0.248
915422400000,0.186
915426000000,0.143
915429600000,0.115
915433200000,0.104
915436800000,0.101
915440400000,0.122
915444000000,0.153
915447600000,0.166
915451200000,0.175
915454800000,0.162
915458400000,0.141
915462000000,0.129
915465600000,0.111
915469200000,0.102
915472800000,0.099
915476400000,0.097
915480000000,0.097
915483600000,0.1
915487200000,0.101
915490800000,0.085
915494400000,0.101
915498000000,0.122
915501600000,0.135
915505200000,0.116
915508800000,0.079
915512400000,0.054
915516000000,0.044
915519600000,0.044
915523200000,0.054
915526800000,0.075
915530400000,0.094
915534000000,0.101
915537600000,0.1
915541200000,0.096
915544800000,0.098
915548400000,0.099
915552000000,0.096
915555600000,0.097
915559200000,0.108
915562800000,0.133
915566400000,0.113
915570000000,0.092
915573600000,0.118
915577200000,0.113
915580800000,0.111
915584400000,0.087
915588000000,0.059
915591600000,0.031
915595200000,0.012
915598800000,0.002
915602400000,0.0
915606000000,0.001
915609600000,0.002
915613200000,0.003
915616800000,0.004
915620400000,0.004
915624000000,0.004
915627600000,0.004
915631200000,0.005
915634800000,0.008
915638400000,0.017
915642000000,0.036
915645600000,0.064
915649200000,0.093
915652800000,0.114
915656400000,0.126
915660000000,0.126
915663600000,0.101
915667200000,0.092
915670800000,0.074
915674400000,0.054
915678000000,0.037
915681600000,0.024
915685200000,0.017
915688800000,0.015
915692400000,0.015
915696000000,0.018
915699600000,0.027
915703200000,0.045
915706800000,0.063
915710400000,0.078
915714000000,0.095
915717600000,0.131
915721200000,0.178
915724800000,0.243
915728400000,0.312
915732000000,0.367
915735600000,0.379
915739200000,0.388
915742800000,0.37
915746400000,0.335
915750000000,0.303
915753600000,0.355
915757200000,0.386
915760800000,0.388
915764400000,0.374
915768000000,0.352
915771600000,0.343
915775200000,0.358
915778800000,0.364
915782400000,0.333
915786000000,0.341
915789600000,0.375
915793200000,0.405
915796800000,0.425
915800400000,0.437
915804000000,0.42
915807600000,0.404
915811200000,0.395
915814800000,0.371
915818400000,0.353
915822000000,0.349
915825600000,0.37
915829200000,0.369
915832800000,0.367
915836400000,0.347
915840000000,0.449
915843600000,0.504
915847200000,0.505
915850800000,0.484
915854400000,0.448
915858000000,0.417
915861600000,0.371
915865200000,0.313
915868800000,0.225
915872400000,0.189
915876000000,0.209
915879600000,0.228
915883200000,0.283
915886800000,0.381
915890400000,0.457
915894000000,0.48
915897600000,0.532
915901200000,0.558
915904800000,0.574
915908400000,0.601
915912000000,0.625
915915600000,0.638
915919200000,0.635
915922800000,0.654
915926400000,0.791
915930000000,0.833
915933600000,0.841
915937200000,0.84
915940800000,0.834
915944400000,0.82
915948000000,0.779
915951600000,0.706
915955200000,0.668
915958800000,0.718
915962400000,0.772
915966000000,0.799
915969600000,0.808
915973200000,0.808
915976800000,0.802
915980400000,0.794
915984000000,0.778
915987600000,0.773
915991200000,0.772
915994800000,0.786
915998400000,0.8
916002000000,0.808
916005600000,0.812
916009200000,0.804
916012800000,0.856
916016400000,0.878
916020000000,0.882
916023600000,0.866
916027200000,0.823
916030800000,0.75
916034400000,0.65
916038000000,0.546
916041600000,0.506
916045200000,0.525
916048800000,0.539
916052400000,0.563
916056000000,0.56
916059600000,0.525
916063200000,0.49
916066800000,0.444
916070400000,0.401
916074000000,0.398
916077600000,0.397
916081200000,0.432
916084800000,0.438
916088400000,0.428
916092000000,0.4
916095600000,0.359
916099200000,0.384
916102800000,0.528
916106400000,0.55
916110000000,0.498
916113600000,0.421
916117200000,0.337
916120800000,0.254
916124400000,0.183
916128000000,0.145
916131600000,0.193
916135200000,0.254
916138800000,0.273
916142400000,0.233
916146000000,0.194
916149600000,0.128
916153200000,0.123
916156800000,0.144
916160400000,0.163
916164000000,0.174
916167600000,0.178
916171200000,0.191
916174800000,0.221
916178400000,0.249
916182000000,0.249
916185600000,0.346
916189200000,0.422
916192800000,0.475
916196400000,0.501
916200000000,0.519
916203600000,0.499
916207200000,0.402
916210800000,0.371
916214400000,0.333
916218000000,0.362
916221600000,0.392
916225200000,0.425
916228800000,0.507
916232400000,0.571
916236000000,0.598
916239600000,0.573
916243200000,0.567
916246800000,0.566
916250400000,0.561
916254000000,0.557
916257600000,0.556
916261200000,0.538
916264800000,0.516
916268400000,0.484
916272000000,0.519
916275600000,0.597
916279200000,0.635
916282800000,0.639
916286400000,0.619
916290000000,0.579
916293600000,0.504
916297200000,0.38
916300800000,0.31
916304400000,0.327
916308000000,0.402
916311600000,0.451
916315200000,0.479
916318800000,0.519
916322400000,0.515
916326000000,0.484
916329600000,0.476
916333200000,0.449
916336800000,0.449
916340400000,0.472
916344000000,0.455
916347600000,0.413
916351200000,0.325
916354800000,0.296
916358400000,0.351
916362000000,0.364
916365600000,0.379
916369200000,0.407
916372800000,0.424
916376400000,0.428
916380000000,0.43
916383600000,0.395
916387200000,0.309
916390800000,0.276
916394400000,0.312
916398000000,0.356
916401600000,0.381
916405200000,0.381
916408800000,0.409
916412400000,0.407
916416000000,0.395
916419600000,0.414
916423200000,0.438
916426800000,0.457
916430400000,0.457
916434000000,0.451
916437600000,0.457
916441200000,0.446
916444800000,0.506
916448400000,0.634
916452000000,0.688
916455600000,0.71
916459200000,0.706
916462800000,0.689
916466400000,0.666
916470000000,0.71
916473600000,0.829
916477200000,0.855
