,V2
915148800000,0.873
915152400000,0.883
915156000000,0.887
915159600000,0.87
915163200000,0.833
915166800000,0.779
915170400000,0.722
915174000000,0.677
915177600000,0.671
915181200000,0.718
915184800000,0.776
915188400000,0.805
915192000000,0.84
915195600000,0.875
915199200000,0.884
915202800000,0.871
915206400000,0.863
915210000000,0.868
915213600000,0.872
915217200000,0.877
915220800000,0.876
915224400000,0.87
915228000000,0.862
915231600000,0.86
915235200000,0.868
915238800000,0.862
915242400000,0.849
915246000000,0.838
915249600000,0.811
915253200000,0.76
915256800000,0.682
915260400000,0.594
915264000000,0.547
915267600000,0.551
915271200000,0.583
915274800000,0.594
915278400000,0.6
915282000000,0.618
915285600000,0.653
915289200000,0.689
915292800000,0.708
915296400000,0.709
915300000000,0.709
915303600000,0.71
915307200000,0.706
915310800000,0.692
915314400000,0.673
915318000000,0.636
915321600000,0.586
915325200000,0.534
915328800000,0.498
915332400000,0.456
915336000000,0.412
915339600000,0.388
915343200000,0.364
915346800000,0.323
915350400000,0.283
915354000000,0.286
915357600000,0.337
915361200000,0.399
915364800000,0.439
915368400000,0.457
915372000000,0.456
915375600000,0.459
915379200000,0.469
915382800000,0.476
915386400000,0.471
915390000000,0.468
915393600000,0.454
915397200000,0.423
915400800000,0.407
915404400000,0.386
915408000000,0.376
915411600000,0.349
915415200000,0.305
915418800000,0.237
915422400000,0.165
915426000000,0.101
915429600000,0.052
915433200000,0.026
915436800000,0.015
915440400000,0.011
915444000000,0.014
915447600000,0.02
915451200000,0.028
915454800000,0.042
915458400000,0.055
915462000000,0.062
915465600000,0.055
915469200000,0.041
915472800000,0.03
915476400000,0.025
915480000000,0.025
915483600000,0.031
915487200000,0.043
915490800000,0.053
915494400000,0.062
915498000000,0.067
915501600000,0.067
915505200000,0.051
915508800000,0.026
915512400000,0.009
915516000000,0.003
915519600000,0.001
915523200000,0.001
915526800000,0.002
915530400000,0.003
915534000000,0.005
915537600000,0.01
915541200000,0.015
915544800000,0.022
915548400000,0.027
915552000000,0.035
915555600000,0.057
915559200000,0.085
915562800000,0.089
915566400000,0.075
915570000000,0.079
915573600000,0.096
915577200000,0.101
915580800000,0.086
915584400000,0.064
915588000000,0.04
915591600000,0.018
915595200000,0.006
915598800000,0.002
915602400000,0.003
915606000000,0.011
915609600000,0.018
915613200000,0.025
915616800000,0.023
915620400000,0.017
915624000000,0.012
915627600000,0.012
915631200000,0.021
915634800000,0.045
915638400000,0.084
915642000000,0.127
915645600000,0.163
915649200000,0.192
915652800000,0.221
915656400000,0.248
915660000000,0.256
915663600000,0.247
915667200000,0.218
915670800000,0.177
915674400000,0.137
915678000000,0.112
915681600000,0.107
915685200000,0.102
915688800000,0.091
915692400000,0.082
915696000000,0.083
915699600000,0.071
915703200000,0.053
915706800000,0.036
915710400000,0.03
915714000000,0.03
915717600000,0.027
915721200000,0.018
915724800000,0.008
915728400000,0.017
915732000000,0.088
915735600000,0.221
915739200000,0.319
915742800000,0.343
915746400000,0.358
915750000000,0.363
915753600000,0.337
915757200000,0.264
915760800000,0.176
915764400000,0.131
915768000000,0.106
915771600000,0.094
915775200000,0.093
915778800000,0.114
915782400000,0.174
915786000000,0.262
915789600000,0.375
915793200000,0.476
915796800000,0.52
915800400000,0.536
915804000000,0.576
915807600000,0.618
915811200000,0.636
915814800000,0.646
915818400000,0.638
915822000000,0.614
915825600000,0.586
915829200000,0.557
915832800000,0.542
915836400000,0.534
915840000000,0.53
915843600000,0.502
915847200000,0.456
915850800000,0.369
915854400000,0.277
915858000000,0.218
915861600000,0.179
915865200000,0.167
915868800000,0.177
915872400000,0.184
915876000000,0.22
915879600000,0.251
915883200000,0.261
915886800000,0.245
915890400000,0.252
915894000000,0.338
915897600000,0.499
915901200000,0.65
915904800000,0.742
915908400000,0.765
915912000000,0.774
915915600000,0.771
915919200000,0.768
915922800000,0.775
915926400000,0.794
915930000000,0.808
915933600000,0.795
915937200000,0.781
915940800000,0.773
915944400000,0.769
915948000000,0.758
915951600000,0.746
915955200000,0.75
915958800000,0.777
915962400000,0.808
915966000000,0.84
915969600000,0.872
915973200000,0.898
915976800000,0.908
915980400000,0.906
915984000000,0.905
915987600000,0.906
915991200000,0.909
915994800000,0.912
915998400000,0.913
916002000000,0.917
916005600000,0.921
916009200000,0.923
916012800000,0.925
916016400000,0.921
916020000000,0.911
916023600000,0.894
916027200000,0.866
916030800000,0.826
916034400000,0.777
916038000000,0.74
916041600000,0.724
916045200000,0.741
916048800000,0.762
916052400000,0.755
916056000000,0.727
916059600000,0.692
916063200000,0.668
916066800000,0.64
916070400000,0.607
916074000000,0.574
916077600000,0.549
916081200000,0.54
916084800000,0.519
916088400000,0.476
916092000000,0.417
916095600000,0.336
916099200000,0.267
916102800000,0.238
916106400000,0.233
916110000000,0.243
916113600000,0.255
916117200000,0.243
916120800000,0.204
916124400000,0.161
916128000000,0.138
916131600000,0.157
916135200000,0.252
916138800000,0.421
916142400000,0.521
916146000000,0.501
916149600000,0.421
916153200000,0.325
916156800000,0.217
916160400000,0.143
916164000000,0.111
916167600000,0.117
916171200000,0.155
916174800000,0.214
