,N2
662688000000,0.421
662691600000,0.58
662695200000,0.666
662698800000,0.701
662702400000,0.688
662706000000,0.621
662709600000,0.507
662713200000,0.355
662716800000,0.15
662720400000,0.0
662724000000,0.0
662727600000,0.0
662731200000,0.0
662734800000,0.0
662738400000,0.0
662742000000,0.0
662745600000,0.0
662749200000,0.0
662752800000,0.0
662756400000,0.0
662760000000,0.0
662763600000,0.0
662767200000,0.04
662770800000,0.22
662774400000,0.427
662778000000,0.581
662781600000,0.675
662785200000,0.71
662788800000,0.7
662792400000,0.648
662796000000,0.536
662799600000,0.38
662803200000,0.155
662806800000,0.0
662810400000,0.0
662814000000,0.0
662817600000,0.0
662821200000,0.0
662824800000,0.0
662828400000,0.0
662832000000,0.0
662835600000,0.0
662839200000,0.0
662842800000,0.0
662846400000,0.0
662850000000,0.0
662853600000,0.036
662857200000,0.204
662860800000,0.418
662864400000,0.532
662868000000,0.639
662871600000,0.696
662875200000,0.67
662878800000,0.609
662882400000,0.501
662886000000,0.347
662889600000,0.121
662893200000,0.0
662896800000,0.0
662900400000,0.0
662904000000,0.0
662907600000,0.0
662911200000,0.0
662914800000,0.0
662918400000,0.0
662922000000,0.0
662925600000,0.0
662929200000,0.0
662932800000,0.0
662936400000,0.0
662940000000,0.058
662943600000,0.273
662947200000,0.463
662950800000,0.599
662954400000,0.679
662958000000,0.706
662961600000,0.683
662965200000,0.624
662968800000,0.515
662972400000,0.365
662976000000,0.153
662979600000,0.0
662983200000,0.0
662986800000,0.0
662990400000,0.0
662994000000,0.0
662997600000,0.0
663001200000,0.0
663004800000,0.0
663008400000,0.0
663012000000,0.0
663015600000,0.0
663019200000,0.0
663022800000,0.0
663026400000,0.041
663030000000,0.232
663033600000,0.452
663037200000,0.599
663040800000,0.68
663044400000,0.713
663048000000,0.702
663051600000,0.643
663055200000,0.54
663058800000,0.375
663062400000,0.166
663066000000,0.001
663069600000,0.0
663073200000,0.0
663076800000,0.0
663080400000,0.0
663084000000,0.0
663087600000,0.0
663091200000,0.0
663094800000,0.0
663098400000,0.0
663102000000,0.0
663105600000,0.0
663109200000,0.0
663112800000,0.057
663116400000,0.271
663120000000,0.459
663123600000,0.597
663127200000,0.681
663130800000,0.713
663134400000,0.693
663138000000,0.63
663141600000,0.532
663145200000,0.377
663148800000,0.168
663152400000,0.0
663156000000,0.0
663159600000,0.0
663163200000,0.0
663166800000,0.0
663170400000,0.0
663174000000,0.0
663177600000,0.0
663181200000,0.0
663184800000,0.0
663188400000,0.0
663192000000,0.0
663195600000,0.0
663199200000,0.028
663202800000,0.192
663206400000,0.372
663210000000,0.521
663213600000,0.623
663217200000,0.678
