,B1
946684800000,0.407
946688400000,0.497
946692000000,0.547
946695600000,0.561
946699200000,0.563
946702800000,0.566
946706400000,0.568
946710000000,0.535
946713600000,0.462
946717200000,0.347
946720800000,0.302
946724400000,0.3
946728000000,0.315
946731600000,0.329
946735200000,0.361
946738800000,0.374
946742400000,0.389
946746000000,0.404
946749600000,0.434
946753200000,0.454
946756800000,0.454
946760400000,0.419
946764000000,0.287
946767600000,0.182
946771200000,0.252
946774800000,0.364
946778400000,0.433
946782000000,0.432
946785600000,0.403
946789200000,0.399
946792800000,0.428
946796400000,0.381
946800000000,0.274
946803600000,0.254
946807200000,0.302
946810800000,0.343
946814400000,0.334
946818000000,0.332
946821600000,0.343
946825200000,0.347
946828800000,0.329
946832400000,0.309
946836000000,0.291
946839600000,0.289
946843200000,0.295
946846800000,0.317
946850400000,0.343
946854000000,0.377
946857600000,0.485
946861200000,0.541
946864800000,0.542
946868400000,0.545
946872000000,0.55
946875600000,0.556
946879200000,0.57
946882800000,0.568
946886400000,0.534
946890000000,0.513
946893600000,0.494
946897200000,0.501
946900800000,0.538
946904400000,0.54
946908000000,0.538
946911600000,0.519
946915200000,0.506
946918800000,0.501
946922400000,0.508
946926000000,0.496
946929600000,0.484
946933200000,0.524
946936800000,0.549
946940400000,0.606
946944000000,0.698
946947600000,0.743
946951200000,0.75
946954800000,0.739
946958400000,0.722
946962000000,0.705
946965600000,0.707
946969200000,0.701
946972800000,0.692
946976400000,0.666
946980000000,0.638
946983600000,0.598
946987200000,0.575
946990800000,0.563
946994400000,0.564
946998000000,0.583
947001600000,0.59
947005200000,0.578
947008800000,0.578
947012400000,0.59
947016000000,0.563
947019600000,0.535
947023200000,0.523
947026800000,0.519
947030400000,0.607
947034000000,0.656
947037600000,0.656
947041200000,0.655
947044800000,0.638
947048400000,0.622
947052000000,0.613
947055600000,0.604
947059200000,0.578
947062800000,0.55
947066400000,0.516
947070000000,0.494
947073600000,0.457
947077200000,0.41
947080800000,0.376
947084400000,0.361
947088000000,0.356
947091600000,0.343
947095200000,0.323
947098800000,0.314
947102400000,0.316
947106000000,0.314
947109600000,0.311
947113200000,0.317
947116800000,0.361
947120400000,0.379
947124000000,0.379
947127600000,0.369
947131200000,0.361
947134800000,0.369
947138400000,0.391
947142000000,0.41
947145600000,0.413
947149200000,0.427
947152800000,0.464
947156400000,0.471
947160000000,0.474
947163600000,0.456
947167200000,0.439
947170800000,0.429
947174400000,0.422
947178000000,0.413
947181600000,0.395
947185200000,0.402
947188800000,0.401
947192400000,0.391
947196000000,0.379
947199600000,0.386
947203200000,0.414
947206800000,0.4
947210400000,0.385
947214000000,0.36
947217600000,0.327
947221200000,0.311
947224800000,0.291
947228400000,0.3
947232000000,0.325
947235600000,0.362
947239200000,0.402
947242800000,0.405
947246400000,0.392
947250000000,0.374
947253600000,0.376
947257200000,0.352
947260800000,0.328
947264400000,0.334
947268000000,0.362
947271600000,0.396
947275200000,0.403
947278800000,0.388
947282400000,0.355
947286000000,0.343
947289600000,0.401
947293200000,0.485
947296800000,0.535
947300400000,0.566
947304000000,0.544
947307600000,0.459
947311200000,0.329
947314800000,0.189
947318400000,0.105
947322000000,0.064
947325600000,0.063
947329200000,0.065
947332800000,0.134
947336400000,0.168
947340000000,0.209
947343600000,0.269
947347200000,0.301
947350800000,0.296
947354400000,0.304
947358000000,0.328
947361600000,0.35
947365200000,0.366
947368800000,0.379
947372400000,0.362
947376000000,0.367
947379600000,0.309
947383200000,0.22
947386800000,0.167
947390400000,0.162
947394000000,0.18
947397600000,0.201
947401200000,0.211
947404800000,0.223
947408400000,0.268
947412000000,0.328
947415600000,0.348
947419200000,0.345
947422800000,0.361
947426400000,0.368
947430000000,0.355
947433600000,0.314
947437200000,0.294
947440800000,0.279
947444400000,0.271
947448000000,0.274
947451600000,0.273
947455200000,0.259
947458800000,0.243
947462400000,0.29
947466000000,0.332
947469600000,0.345
947473200000,0.358
947476800000,0.382
947480400000,0.41
947484000000,0.442
947487600000,0.471
947491200000,0.472
947494800000,0.468
947498400000,0.474
947502000000,0.459
947505600000,0.437
947509200000,0.421
947512800000,0.389
947516400000,0.358
947520000000,0.367
947523600000,0.395
947527200000,0.434
947530800000,0.494
947534400000,0.523
947538000000,0.59
947541600000,0.605
947545200000,0.61
947548800000,0.677
947552400000,0.741
947556000000,0.746
947559600000,0.725
947563200000,0.698
947566800000,0.668
947570400000,0.642
947574000000,0.616
947577600000,0.582
947581200000,0.571
947584800000,0.545
947588400000,0.49
947592000000,0.454
947595600000,0.464
947599200000,0.479
947602800000,0.463
947606400000,0.447
947610000000,0.444
947613600000,0.439
947617200000,0.437
947620800000,0.407
947624400000,0.376
947628000000,0.338
947631600000,0.289
947635200000,0.293
947638800000,0.277
947642400000,0.233
947646000000,0.181
947649600000,0.145
947653200000,0.122
947656800000,0.112
947660400000,0.11
947664000000,0.119
947667600000,0.134
947671200000,0.148
947674800000,0.17
947678400000,0.192
947682000000,0.199
947685600000,0.192
947689200000,0.189
947692800000,0.193
947696400000,0.209
947700000000,0.237
947703600000,0.272
947707200000,0.309
947710800000,0.3
947714400000,0.265
947718000000,0.228
947721600000,0.209
947725200000,0.182
947728800000,0.152
947732400000,0.138
947736000000,0.142
947739600000,0.15
947743200000,0.165
