,V2
1199145600000,0.512
1199149200000,0.552
1199152800000,0.589
1199156400000,0.608
1199160000000,0.601
1199163600000,0.571
1199167200000,0.517
1199170800000,0.437
1199174400000,0.406
1199178000000,0.481
1199181600000,0.63
1199185200000,0.768
1199188800000,0.834
1199192400000,0.859
1199196000000,0.868
1199199600000,0.862
1199203200000,0.843
1199206800000,0.82
1199210400000,0.811
1199214000000,0.814
1199217600000,0.829
1199221200000,0.844
1199224800000,0.863
1199228400000,0.893
1199232000000,0.919
1199235600000,0.935
1199239200000,0.943
1199242800000,0.947
1199246400000,0.941
1199250000000,0.925
1199253600000,0.902
1199257200000,0.879
1199260800000,0.867
1199264400000,0.876
1199268000000,0.889
1199271600000,0.905
1199275200000,0.918
1199278800000,0.926
1199282400000,0.931
1199286000000,0.938
1199289600000,0.948
1199293200000,0.962
1199296800000,0.965
1199300400000,0.957
1199304000000,0.958
1199307600000,0.967
1199311200000,0.972
1199314800000,0.968
1199318400000,0.966
1199322000000,0.963
1199325600000,0.959
1199329200000,0.949
1199332800000,0.93
1199336400000,0.907
1199340000000,0.882
1199343600000,0.862
1199347200000,0.847
1199350800000,0.849
1199354400000,0.854
1199358000000,0.862
1199361600000,0.878
1199365200000,0.895
1199368800000,0.893
1199372400000,0.877
1199376000000,0.852
1199379600000,0.83
1199383200000,0.812
1199386800000,0.803
1199390400000,0.809
1199394000000,0.814
1199397600000,0.812
1199401200000,0.814
1199404800000,0.826
1199408400000,0.812
1199412000000,0.772
1199415600000,0.71
1199419200000,0.642
1199422800000,0.58
1199426400000,0.528
1199430000000,0.506
1199433600000,0.522
1199437200000,0.59
1199440800000,0.668
1199444400000,0.704
1199448000000,0.71
1199451600000,0.714
1199455200000,0.725
1199458800000,0.733
1199462400000,0.729
1199466000000,0.723
1199469600000,0.715
1199473200000,0.712
1199476800000,0.706
1199480400000,0.687
1199484000000,0.652
1199487600000,0.608
1199491200000,0.58
1199494800000,0.525
1199498400000,0.459
1199502000000,0.38
1199505600000,0.321
1199509200000,0.294
1199512800000,0.3
1199516400000,0.334
1199520000000,0.376
1199523600000,0.43
1199527200000,0.459
1199530800000,0.422
1199534400000,0.341
1199538000000,0.265
1199541600000,0.223
1199545200000,0.214
1199548800000,0.231
1199552400000,0.274
1199556000000,0.323
1199559600000,0.367
1199563200000,0.395
1199566800000,0.39
1199570400000,0.359
1199574000000,0.311
1199577600000,0.272
1199581200000,0.227
1199584800000,0.177
1199588400000,0.12
1199592000000,0.083
1199595600000,0.075
1199599200000,0.095
1199602800000,0.104
1199606400000,0.079
1199610000000,0.053
1199613600000,0.05
1199617200000,0.068
1199620800000,0.088
1199624400000,0.096
1199628000000,0.112
1199631600000,0.13
1199635200000,0.165
1199638800000,0.222
1199642400000,0.273
1199646000000,0.312
1199649600000,0.358
1199653200000,0.421
1199656800000,0.46
1199660400000,0.447
1199664000000,0.424
1199667600000,0.41
1199671200000,0.388
1199674800000,0.337
1199678400000,0.3
1199682000000,0.286
1199685600000,0.274
1199689200000,0.27
1199692800000,0.279
1199696400000,0.32
1199700000000,0.374
1199703600000,0.444
1199707200000,0.527
1199710800000,0.633
1199714400000,0.701
1199718000000,0.727
1199721600000,0.719
1199725200000,0.695
1199728800000,0.665
1199732400000,0.651
1199736000000,0.647
1199739600000,0.644
1199743200000,0.638
1199746800000,0.618
1199750400000,0.589
1199754000000,0.567
1199757600000,0.548
1199761200000,0.513
1199764800000,0.464
1199768400000,0.415
1199772000000,0.366
1199775600000,0.322
1199779200000,0.294
1199782800000,0.326
1199786400000,0.398
1199790000000,0.488
1199793600000,0.523
1199797200000,0.565
1199800800000,0.615
1199804400000,0.649
1199808000000,0.668
1199811600000,0.656
1199815200000,0.635
1199818800000,0.621
1199822400000,0.601
1199826000000,0.583
1199829600000,0.571
1199833200000,0.568
1199836800000,0.583
1199840400000,0.599
1199844000000,0.613
1199847600000,0.611
1199851200000,0.605
1199854800000,0.596
1199858400000,0.597
1199862000000,0.61
1199865600000,0.615
1199869200000,0.605
1199872800000,0.557
1199876400000,0.497
1199880000000,0.47
1199883600000,0.517
