,N2
820454400000,0.371
820458000000,0.534
820461600000,0.601
820465200000,0.57
820468800000,0.467
820472400000,0.363
820476000000,0.285
820479600000,0.224
820483200000,0.097
820486800000,0.0
820490400000,0.0
820494000000,0.0
820497600000,0.0
820501200000,0.0
820504800000,0.0
820508400000,0.0
820512000000,0.0
820515600000,0.0
820519200000,0.0
820522800000,0.0
820526400000,0.0
820530000000,0.0
820533600000,0.026
820537200000,0.178
820540800000,0.354
820544400000,0.475
820548000000,0.57
820551600000,0.632
820555200000,0.599
820558800000,0.484
820562400000,0.326
820566000000,0.167
820569600000,0.049
820573200000,0.0
820576800000,0.0
820580400000,0.0
820584000000,0.0
820587600000,0.0
820591200000,0.0
820594800000,0.0
820598400000,0.0
820602000000,0.0
820605600000,0.0
820609200000,0.0
820612800000,0.0
820616400000,0.0
820620000000,0.017
820623600000,0.135
820627200000,0.267
820630800000,0.365
820634400000,0.417
820638000000,0.476
820641600000,0.498
820645200000,0.441
820648800000,0.335
820652400000,0.189
820656000000,0.059
820659600000,0.0
820663200000,0.0
820666800000,0.0
820670400000,0.0
820674000000,0.0
820677600000,0.0
820681200000,0.0
820684800000,0.0
820688400000,0.0
820692000000,0.0
820695600000,0.0
820699200000,0.0
820702800000,0.0
820706400000,0.021
820710000000,0.16
820713600000,0.302
820717200000,0.425
820720800000,0.487
820724400000,0.505
820728000000,0.529
820731600000,0.455
820735200000,0.352
820738800000,0.209
820742400000,0.074
820746000000,0.0
820749600000,0.0
820753200000,0.0
820756800000,0.0
820760400000,0.0
820764000000,0.0
820767600000,0.0
820771200000,0.0
820774800000,0.0
820778400000,0.0
820782000000,0.0
820785600000,0.0
820789200000,0.0
820792800000,0.027
820796400000,0.189
820800000000,0.345
820803600000,0.479
820807200000,0.586
820810800000,0.609
820814400000,0.596
820818000000,0.53
820821600000,0.421
820825200000,0.25
820828800000,0.084
820832400000,0.0
820836000000,0.0
820839600000,0.0
820843200000,0.0
820846800000,0.0
820850400000,0.0
820854000000,0.0
820857600000,0.0
820861200000,0.0
820864800000,0.0
820868400000,0.0
820872000000,0.0
820875600000,0.0
820879200000,0.009
820882800000,0.094
820886400000,0.208
820890000000,0.333
820893600000,0.42
820897200000,0.476
820900800000,0.465
820904400000,0.393
820908000000,0.289
820911600000,0.177
820915200000,0.058
820918800000,0.0
820922400000,0.0
820926000000,0.0
820929600000,0.0
820933200000,0.0
820936800000,0.0
820940400000,0.0
820944000000,0.0
820947600000,0.0
820951200000,0.0
820954800000,0.0
820958400000,0.0
820962000000,0.0
820965600000,0.037
820969200000,0.218
820972800000,0.406
820976400000,0.572
820980000000,0.658
820983600000,0.687
820987200000,0.647
820990800000,0.57
820994400000,0.427
820998000000,0.269
821001600000,0.097
821005200000,0.0
821008800000,0.0
821012400000,0.0
821016000000,0.0
821019600000,0.0
821023200000,0.0
821026800000,0.0
821030400000,0.0
821034000000,0.0
821037600000,0.0
821041200000,0.0
821044800000,0.0
821048400000,0.0
821052000000,0.024
821055600000,0.17
821059200000,0.303
821062800000,0.419
821066400000,0.515
821070000000,0.567
821073600000,0.565
821077200000,0.503
821080800000,0.414
821084400000,0.271
821088000000,0.105
821091600000,0.0
821095200000,0.0
821098800000,0.0
821102400000,0.0
821106000000,0.0
821109600000,0.0
821113200000,0.0
821116800000,0.0
821120400000,0.0
821124000000,0.0
821127600000,0.0
821131200000,0.0
821134800000,0.0
821138400000,0.001
821142000000,0.043
821145600000,0.102
821149200000,0.165
821152800000,0.215
821156400000,0.256
821160000000,0.249
821163600000,0.223
821167200000,0.176
821170800000,0.102
821174400000,0.031
821178000000,0.0
821181600000,0.0
821185200000,0.0
821188800000,0.0
821192400000,0.0
821196000000,0.0
821199600000,0.0
821203200000,0.0
821206800000,0.0
821210400000,0.0
821214000000,0.0
821217600000,0.0
821221200000,0.0
821224800000,0.007
821228400000,0.112
821232000000,0.294
821235600000,0.464
821239200000,0.55
821242800000,0.579
821246400000,0.572
821250000000,0.52
821253600000,0.406
821257200000,0.248
821260800000,0.078
821264400000,0.0
821268000000,0.0
821271600000,0.0
821275200000,0.0
821278800000,0.0
821282400000,0.0
821286000000,0.0
821289600000,0.0
821293200000,0.0
821296800000,0.0
821300400000,0.0
821304000000,0.0
821307600000,0.0
821311200000,0.023
821314800000,0.169
821318400000,0.337
821322000000,0.471
821325600000,0.546
821329200000,0.556
821332800000,0.541
821336400000,0.483
821340000000,0.365
821343600000,0.212
821347200000,0.072
821350800000,0.0
821354400000,0.0
821358000000,0.0
821361600000,0.0
821365200000,0.0
821368800000,0.0
821372400000,0.0
821376000000,0.0
821379600000,0.0
821383200000,0.0
821386800000,0.0
821390400000,0.0
821394000000,0.0
821397600000,0.023
821401200000,0.152
821404800000,0.267
821408400000,0.351
821412000000,0.384
821415600000,0.387
821419200000,0.36
821422800000,0.305
821426400000,0.223
821430000000,0.131
821433600000,0.046
821437200000,0.0
821440800000,0.0
821444400000,0.0
821448000000,0.0
821451600000,0.0
821455200000,0.0
821458800000,0.0
821462400000,0.0
821466000000,0.0
821469600000,0.0
821473200000,0.0
821476800000,0.0
821480400000,0.0
821484000000,0.011
821487600000,0.1
821491200000,0.214
821494800000,0.346
821498400000,0.416
821502000000,0.427
821505600000,0.379
821509200000,0.306
821512800000,0.215
821516400000,0.123
821520000000,0.044
821523600000,0.0
821527200000,0.0
821530800000,0.0
821534400000,0.0
821538000000,0.0
821541600000,0.0
821545200000,0.0
821548800000,0.0
821552400000,0.0
821556000000,0.0
821559600000,0.0
821563200000,0.0
821566800000,0.0
821570400000,0.003
821574000000,0.065
821577600000,0.144
821581200000,0.224
821584800000,0.298
821588400000,0.341
821592000000,0.328
821595600000,0.3
821599200000,0.232
821602800000,0.135
821606400000,0.052
821610000000,0.0
821613600000,0.0
821617200000,0.0
821620800000,0.0
821624400000,0.0
821628000000,0.0
821631600000,0.0
821635200000,0.0
821638800000,0.0
821642400000,0.0
821646000000,0.0
821649600000,0.0
821653200000,0.0
821656800000,0.003
821660400000,0.058
821664000000,0.133
821667600000,0.203
821671200000,0.253
821674800000,0.277
821678400000,0.27
821682000000,0.256
821685600000,0.217
821689200000,0.175
821692800000,0.072
821696400000,0.0
821700000000,0.0
821703600000,0.0
821707200000,0.0
821710800000,0.0
821714400000,0.0
821718000000,0.0
821721600000,0.0
821725200000,0.0
821728800000,0.0
821732400000,0.0
821736000000,0.0
821739600000,0.0
821743200000,0.005
821746800000,0.08
821750400000,0.202
821754000000,0.356
821757600000,0.471
821761200000,0.526
821764800000,0.526
821768400000,0.481
821772000000,0.371
821775600000,0.238
821779200000,0.083
821782800000,0.0
821786400000,0.0
821790000000,0.0
821793600000,0.0
821797200000,0.0
821800800000,0.0
821804400000,0.0
821808000000,0.0
821811600000,0.0
821815200000,0.0
821818800000,0.0
821822400000,0.0
821826000000,0.0
821829600000,0.017
821833200000,0.15
821836800000,0.328
821840400000,0.5
821844000000,0.605
821847600000,0.648
821851200000,0.636
821854800000,0.581
821858400000,0.465
821862000000,0.305
821865600000,0.119
821869200000,0.0
821872800000,0.0
821876400000,0.0
821880000000,0.0
821883600000,0.0
821887200000,0.0
821890800000,0.0
821894400000,0.0
821898000000,0.0
821901600000,0.0
821905200000,0.0
821908800000,0.0
821912400000,0.0
821916000000,0.019
821919600000,0.179
821923200000,0.403
821926800000,0.556
821930400000,0.654
821934000000,0.675
821937600000,0.618
821941200000,0.506
821944800000,0.349
821948400000,0.191
821952000000,0.064
821955600000,0.0
821959200000,0.0
821962800000,0.0
821966400000,0.0
821970000000,0.0
821973600000,0.0
821977200000,0.0
821980800000,0.0
821984400000,0.0
821988000000,0.0
821991600000,0.0
821995200000,0.0
821998800000,0.0
822002400000,0.018
822006000000,0.134
822009600000,0.266
822013200000,0.391
822016800000,0.454
822020400000,0.442
822024000000,0.419
822027600000,0.36
822031200000,0.272
822034800000,0.19
822038400000,0.08
822042000000,0.0
822045600000,0.0
822049200000,0.0
822052800000,0.0
822056400000,0.0
822060000000,0.0
822063600000,0.0
822067200000,0.0
822070800000,0.0
822074400000,0.0
822078000000,0.0
822081600000,0.0
822085200000,0.0
822088800000,0.006
822092400000,0.081
822096000000,0.191
822099600000,0.305
822103200000,0.395
822106800000,0.43
822110400000,0.422
822114000000,0.392
822117600000,0.35
822121200000,0.264
822124800000,0.118
822128400000,0.0
822132000000,0.0
822135600000,0.0
822139200000,0.0
822142800000,0.0
822146400000,0.0
822150000000,0.0
822153600000,0.0
822157200000,0.0
822160800000,0.0
822164400000,0.0
822168000000,0.0
822171600000,0.0
822175200000,0.013
822178800000,0.114
822182400000,0.264
822186000000,0.315
822189600000,0.302
822193200000,0.272
822196800000,0.244
822200400000,0.201
822204000000,0.158
822207600000,0.103
822211200000,0.042
822214800000,0.0
822218400000,0.0
822222000000,0.0
822225600000,0.0
822229200000,0.0
822232800000,0.0
822236400000,0.0
822240000000,0.0
822243600000,0.0
822247200000,0.0
822250800000,0.0
822254400000,0.0
822258000000,0.0
822261600000,0.031
822265200000,0.18
822268800000,0.349
822272400000,0.489
822276000000,0.552
822279600000,0.562
822283200000,0.538
822286800000,0.472
822290400000,0.361
822294000000,0.206
822297600000,0.069
822301200000,0.0
822304800000,0.0
822308400000,0.0
822312000000,0.0
822315600000,0.0
822319200000,0.0
822322800000,0.0
822326400000,0.0
822330000000,0.0
822333600000,0.0
822337200000,0.0
822340800000,0.0
822344400000,0.0
822348000000,0.008
822351600000,0.106
822355200000,0.208
822358800000,0.251
822362400000,0.278
822366000000,0.266
822369600000,0.225
822373200000,0.2
822376800000,0.159
822380400000,0.099
822384000000,0.035
822387600000,0.0
822391200000,0.0
822394800000,0.0
822398400000,0.0
822402000000,0.0
822405600000,0.0
822409200000,0.0
822412800000,0.0
822416400000,0.0
822420000000,0.0
822423600000,0.0
822427200000,0.0
822430800000,0.0
822434400000,0.016
822438000000,0.115
822441600000,0.23
822445200000,0.32
822448800000,0.376
822452400000,0.404
822456000000,0.388
822459600000,0.334
822463200000,0.238
822466800000,0.148
822470400000,0.053
822474000000,0.0
822477600000,0.0
822481200000,0.0
822484800000,0.0
822488400000,0.0
822492000000,0.0
822495600000,0.0
822499200000,0.0
822502800000,0.0
822506400000,0.0
822510000000,0.0
822513600000,0.0
822517200000,0.0
822520800000,0.012
822524400000,0.111
822528000000,0.241
822531600000,0.373
822535200000,0.446
822538800000,0.468
822542400000,0.425
822546000000,0.374
822549600000,0.295
822553200000,0.188
822556800000,0.072
822560400000,0.0
822564000000,0.0
822567600000,0.0
822571200000,0.0
822574800000,0.0
822578400000,0.0
822582000000,0.0
822585600000,0.0
822589200000,0.0
822592800000,0.0
822596400000,0.0
822600000000,0.0
822603600000,0.0
822607200000,0.011
822610800000,0.092
822614400000,0.169
822618000000,0.231
822621600000,0.273
822625200000,0.295
822628800000,0.301
822632400000,0.282
822636000000,0.223
822639600000,0.146
822643200000,0.054
822646800000,0.0
822650400000,0.0
822654000000,0.0
822657600000,0.0
822661200000,0.0
822664800000,0.0
822668400000,0.0
822672000000,0.0
822675600000,0.0
822679200000,0.0
822682800000,0.0
822686400000,0.0
822690000000,0.0
822693600000,0.02
822697200000,0.125
822700800000,0.242
822704400000,0.33
822708000000,0.39
822711600000,0.409
822715200000,0.395
822718800000,0.343
822722400000,0.264
822726000000,0.187
822729600000,0.083
822733200000,0.0
822736800000,0.0
822740400000,0.0
822744000000,0.0
822747600000,0.0
822751200000,0.0
822754800000,0.0
822758400000,0.0
822762000000,0.0
822765600000,0.0
822769200000,0.0
822772800000,0.0
822776400000,0.0
822780000000,0.025
822783600000,0.167
822787200000,0.333
822790800000,0.45
822794400000,0.545
822798000000,0.584
822801600000,0.555
822805200000,0.492
822808800000,0.337
822812400000,0.19
822816000000,0.049
822819600000,0.0
822823200000,0.0
822826800000,0.0
822830400000,0.0
822834000000,0.0
822837600000,0.0
822841200000,0.0
822844800000,0.0
822848400000,0.0
822852000000,0.0
822855600000,0.0
822859200000,0.0
822862800000,0.0
822866400000,0.014
822870000000,0.116
822873600000,0.249
822877200000,0.407
822880800000,0.511
822884400000,0.563
822888000000,0.562
822891600000,0.478
822895200000,0.352
822898800000,0.233
822902400000,0.097
822906000000,0.001
822909600000,0.0
822913200000,0.0
822916800000,0.0
822920400000,0.0
822924000000,0.0
822927600000,0.0
822931200000,0.0
822934800000,0.0
822938400000,0.0
822942000000,0.0
822945600000,0.0
822949200000,0.0
822952800000,0.055
822956400000,0.254
822960000000,0.485
822963600000,0.625
822967200000,0.712
822970800000,0.747
822974400000,0.731
822978000000,0.662
822981600000,0.544
822985200000,0.388
822988800000,0.172
822992400000,0.005
822996000000,0.0
822999600000,0.0
823003200000,0.0
823006800000,0.0
823010400000,0.0
823014000000,0.0
823017600000,0.0
823021200000,0.0
823024800000,0.0
823028400000,0.0
823032000000,0.0
823035600000,0.0
823039200000,0.051
823042800000,0.24
823046400000,0.461
823050000000,0.596
823053600000,0.679
823057200000,0.695
823060800000,0.686
823064400000,0.604
823068000000,0.487
823071600000,0.278
823075200000,0.094
823078800000,0.0
823082400000,0.0
823086000000,0.0
823089600000,0.0
823093200000,0.0
823096800000,0.0
823100400000,0.0
823104000000,0.0
823107600000,0.0
823111200000,0.0
823114800000,0.0
823118400000,0.0
823122000000,0.0
823125600000,0.032
823129200000,0.196
823132800000,0.37
823136400000,0.483
823140000000,0.566
823143600000,0.577
823147200000,0.565
823150800000,0.503
823154400000,0.383
823158000000,0.257
823161600000,0.103
823165200000,0.0
823168800000,0.0
823172400000,0.0
823176000000,0.0
823179600000,0.0
823183200000,0.0
823186800000,0.0
823190400000,0.0
823194000000,0.0
823197600000,0.0
823201200000,0.0
823204800000,0.0
823208400000,0.0
