,B1
1293840000000,0.0
1293843600000,0.023
1293847200000,0.084
1293850800000,0.09
1293854400000,0.088
1293858000000,0.095
1293861600000,0.102
1293865200000,0.133
1293868800000,0.156
1293872400000,0.113
1293876000000,0.042
1293879600000,0.011
1293883200000,0.008
1293886800000,0.055
1293890400000,0.118
1293894000000,0.113
1293897600000,0.073
1293901200000,0.139
1293904800000,0.302
1293908400000,0.538
1293912000000,0.683
1293915600000,0.728
1293919200000,0.722
1293922800000,0.666
1293926400000,0.613
1293930000000,0.63
1293933600000,0.661
1293937200000,0.697
1293940800000,0.7
1293944400000,0.708
1293948000000,0.71
1293951600000,0.639
1293955200000,0.557
1293958800000,0.571
1293962400000,0.571
1293966000000,0.627
1293969600000,0.719
1293973200000,0.737
1293976800000,0.732
1293980400000,0.744
1293984000000,0.748
1293987600000,0.755
1293991200000,0.77
1293994800000,0.795
1293998400000,0.8
1294002000000,0.768
1294005600000,0.757
1294009200000,0.777
1294012800000,0.79
1294016400000,0.809
1294020000000,0.804
1294023600000,0.77
1294027200000,0.789
1294030800000,0.763
1294034400000,0.737
1294038000000,0.746
1294041600000,0.769
1294045200000,0.774
1294048800000,0.764
1294052400000,0.755
1294056000000,0.735
1294059600000,0.708
1294063200000,0.692
1294066800000,0.642
1294070400000,0.626
1294074000000,0.648
1294077600000,0.63
1294081200000,0.625
1294084800000,0.614
1294088400000,0.624
1294092000000,0.602
1294095600000,0.629
1294099200000,0.633
1294102800000,0.647
1294106400000,0.649
1294110000000,0.669
1294113600000,0.713
1294117200000,0.734
1294120800000,0.724
1294124400000,0.72
1294128000000,0.728
1294131600000,0.726
1294135200000,0.729
1294138800000,0.737
1294142400000,0.707
1294146000000,0.617
1294149600000,0.573
1294153200000,0.612
1294156800000,0.661
1294160400000,0.7
1294164000000,0.729
1294167600000,0.753
1294171200000,0.793
1294174800000,0.808
1294178400000,0.797
1294182000000,0.765
1294185600000,0.728
1294189200000,0.697
1294192800000,0.664
1294196400000,0.616
1294200000000,0.55
1294203600000,0.519
1294207200000,0.525
1294210800000,0.541
1294214400000,0.541
1294218000000,0.59
1294221600000,0.609
1294225200000,0.562
1294228800000,0.481
1294232400000,0.388
1294236000000,0.318
1294239600000,0.333
1294243200000,0.401
1294246800000,0.402
1294250400000,0.425
1294254000000,0.488
1294257600000,0.463
1294261200000,0.352
1294264800000,0.219
1294268400000,0.113
1294272000000,0.077
1294275600000,0.1
1294279200000,0.161
1294282800000,0.152
1294286400000,0.149
1294290000000,0.214
1294293600000,0.312
1294297200000,0.361
1294300800000,0.324
1294304400000,0.278
1294308000000,0.264
1294311600000,0.294
1294315200000,0.327
1294318800000,0.326
1294322400000,0.303
1294326000000,0.29
1294329600000,0.284
1294333200000,0.243
1294336800000,0.252
1294340400000,0.231
1294344000000,0.233
1294347600000,0.247
1294351200000,0.295
1294354800000,0.309
1294358400000,0.328
1294362000000,0.337
1294365600000,0.311
1294369200000,0.283
1294372800000,0.26
1294376400000,0.225
1294380000000,0.205
1294383600000,0.199
1294387200000,0.186
1294390800000,0.182
1294394400000,0.181
1294398000000,0.178
1294401600000,0.158
1294405200000,0.133
1294408800000,0.095
1294412400000,0.07
1294416000000,0.062
1294419600000,0.053
1294423200000,0.037
1294426800000,0.039
1294430400000,0.073
1294434000000,0.108
1294437600000,0.144
1294441200000,0.186
1294444800000,0.289
1294448400000,0.426
1294452000000,0.491
1294455600000,0.513
1294459200000,0.535
1294462800000,0.538
1294466400000,0.504
1294470000000,0.439
