,S1
1293840000000,0.834
1293843600000,0.884
1293847200000,0.901
1293850800000,0.909
1293854400000,0.919
1293858000000,0.926
1293861600000,0.932
1293865200000,0.94
1293868800000,0.95
1293872400000,0.957
1293876000000,0.95
1293879600000,0.922
1293883200000,0.902
1293886800000,0.91
1293890400000,0.913
1293894000000,0.917
1293897600000,0.922
1293901200000,0.926
1293904800000,0.925
1293908400000,0.923
1293912000000,0.923
1293915600000,0.924
1293919200000,0.927
1293922800000,0.927
1293926400000,0.948
1293930000000,0.958
1293933600000,0.961
1293937200000,0.957
1293940800000,0.952
1293944400000,0.947
1293948000000,0.94
1293951600000,0.925
1293955200000,0.91
1293958800000,0.908
1293962400000,0.911
1293966000000,0.914
1293969600000,0.914
1293973200000,0.91
1293976800000,0.905
1293980400000,0.894
1293984000000,0.876
1293987600000,0.86
1293991200000,0.852
1293994800000,0.85
1293998400000,0.857
1294002000000,0.862
1294005600000,0.841
1294009200000,0.801
1294012800000,0.84
1294016400000,0.893
1294020000000,0.913
1294023600000,0.922
1294027200000,0.911
1294030800000,0.888
1294034400000,0.856
1294038000000,0.818
1294041600000,0.791
1294045200000,0.759
1294048800000,0.732
1294052400000,0.706
1294056000000,0.72
1294059600000,0.725
1294063200000,0.732
1294066800000,0.75
1294070400000,0.763
1294074000000,0.763
1294077600000,0.754
1294081200000,0.772
1294084800000,0.782
1294088400000,0.813
1294092000000,0.831
1294095600000,0.771
1294099200000,0.803
1294102800000,0.846
1294106400000,0.842
1294110000000,0.823
1294113600000,0.808
1294117200000,0.802
1294120800000,0.781
1294124400000,0.756
1294128000000,0.733
1294131600000,0.729
1294135200000,0.743
1294138800000,0.766
1294142400000,0.778
1294146000000,0.774
1294149600000,0.773
1294153200000,0.778
1294156800000,0.765
1294160400000,0.737
1294164000000,0.746
1294167600000,0.767
1294171200000,0.793
1294174800000,0.799
1294178400000,0.776
1294182000000,0.746
1294185600000,0.722
1294189200000,0.744
1294192800000,0.773
1294196400000,0.788
1294200000000,0.793
1294203600000,0.788
1294207200000,0.808
1294210800000,0.811
1294214400000,0.831
1294218000000,0.842
1294221600000,0.835
1294225200000,0.817
1294228800000,0.77
1294232400000,0.709
1294236000000,0.683
1294239600000,0.666
1294243200000,0.647
1294246800000,0.637
1294250400000,0.632
1294254000000,0.605
1294257600000,0.627
1294261200000,0.614
1294264800000,0.603
1294268400000,0.532
1294272000000,0.56
1294275600000,0.633
1294279200000,0.583
1294282800000,0.504
1294286400000,0.395
1294290000000,0.259
1294293600000,0.16
1294297200000,0.138
1294300800000,0.179
1294304400000,0.26
1294308000000,0.358
1294311600000,0.414
1294315200000,0.471
1294318800000,0.504
1294322400000,0.504
1294326000000,0.481
1294329600000,0.454
1294333200000,0.425
1294336800000,0.367
1294340400000,0.384
1294344000000,0.477
1294347600000,0.575
1294351200000,0.586
1294354800000,0.566
1294358400000,0.601
1294362000000,0.673
1294365600000,0.714
1294369200000,0.721
1294372800000,0.711
1294376400000,0.723
1294380000000,0.78
1294383600000,0.802
1294387200000,0.826
1294390800000,0.861
1294394400000,0.888
1294398000000,0.901
1294401600000,0.907
1294405200000,0.886
1294408800000,0.862
1294412400000,0.833
1294416000000,0.779
1294419600000,0.748
1294423200000,0.746
1294426800000,0.754
1294430400000,0.753
1294434000000,0.756
1294437600000,0.757
1294441200000,0.762
1294444800000,0.746
1294448400000,0.781
1294452000000,0.791
1294455600000,0.763
1294459200000,0.711
1294462800000,0.673
1294466400000,0.655
1294470000000,0.645
1294473600000,0.59
1294477200000,0.601
1294480800000,0.692
1294484400000,0.739
1294488000000,0.784
1294491600000,0.807
1294495200000,0.806
1294498800000,0.801
1294502400000,0.795
1294506000000,0.75
1294509600000,0.73
1294513200000,0.691
1294516800000,0.672
1294520400000,0.686
1294524000000,0.682
1294527600000,0.635
1294531200000,0.602
1294534800000,0.666
1294538400000,0.654
1294542000000,0.624
1294545600000,0.59
1294549200000,0.55
1294552800000,0.498
1294556400000,0.458
1294560000000,0.432
1294563600000,0.46
1294567200000,0.515
1294570800000,0.553
1294574400000,0.585
1294578000000,0.622
1294581600000,0.663
1294585200000,0.703
1294588800000,0.72
1294592400000,0.726
1294596000000,0.75
1294599600000,0.752
1294603200000,0.767
1294606800000,0.759
1294610400000,0.75
1294614000000,0.729
1294617600000,0.726
1294621200000,0.772
1294624800000,0.786
1294628400000,0.799
1294632000000,0.808
1294635600000,0.816
1294639200000,0.823
1294642800000,0.853
1294646400000,0.873
1294650000000,0.88
1294653600000,0.879
1294657200000,0.876
1294660800000,0.871
1294664400000,0.867
1294668000000,0.864
1294671600000,0.863
1294675200000,0.835
1294678800000,0.806
1294682400000,0.792
1294686000000,0.768
1294689600000,0.704
1294693200000,0.618
1294696800000,0.535
1294700400000,0.444
1294704000000,0.398
1294707600000,0.449
1294711200000,0.535
1294714800000,0.569
1294718400000,0.566
1294722000000,0.563
1294725600000,0.574
1294729200000,0.544
1294732800000,0.516
1294736400000,0.525
1294740000000,0.513
1294743600000,0.464
1294747200000,0.389
1294750800000,0.341
1294754400000,0.4
1294758000000,0.473
1294761600000,0.513
1294765200000,0.552
1294768800000,0.552
1294772400000,0.535
1294776000000,0.53
1294779600000,0.523
1294783200000,0.507
1294786800000,0.423
1294790400000,0.4
1294794000000,0.397
1294797600000,0.442
1294801200000,0.469
1294804800000,0.501
1294808400000,0.542
1294812000000,0.596
1294815600000,0.605
1294819200000,0.552
1294822800000,0.518
1294826400000,0.485
1294830000000,0.469
1294833600000,0.454
1294837200000,0.495
1294840800000,0.542
1294844400000,0.534
1294848000000,0.486
1294851600000,0.479
1294855200000,0.495
1294858800000,0.563
1294862400000,0.599
1294866000000,0.613
1294869600000,0.618
1294873200000,0.626
1294876800000,0.635
1294880400000,0.676
1294884000000,0.737
1294887600000,0.744
1294891200000,0.71
1294894800000,0.669
1294898400000,0.619
1294902000000,0.626
1294905600000,0.633
1294909200000,0.602
1294912800000,0.551
1294916400000,0.51
1294920000000,0.473
1294923600000,0.45
1294927200000,0.371
1294930800000,0.289
1294934400000,0.265
1294938000000,0.306
1294941600000,0.343
1294945200000,0.337
1294948800000,0.233
1294952400000,0.167
1294956000000,0.168
1294959600000,0.136
1294963200000,0.101
1294966800000,0.088
1294970400000,0.102
1294974000000,0.128
1294977600000,0.135
1294981200000,0.132
1294984800000,0.118
1294988400000,0.1
1294992000000,0.101
1294995600000,0.125
1294999200000,0.144
1295002800000,0.144
1295006400000,0.137
1295010000000,0.13
1295013600000,0.126
1295017200000,0.133
1295020800000,0.137
1295024400000,0.143
1295028000000,0.145
1295031600000,0.147
1295035200000,0.147
1295038800000,0.121
1295042400000,0.082
1295046000000,0.039
1295049600000,0.035
1295053200000,0.032
1295056800000,0.035
1295060400000,0.044
1295064000000,0.047
1295067600000,0.04
1295071200000,0.033
1295074800000,0.031
1295078400000,0.032
1295082000000,0.035
1295085600000,0.033
1295089200000,0.034
1295092800000,0.041
1295096400000,0.053
1295100000000,0.061
1295103600000,0.078
1295107200000,0.094
1295110800000,0.114
1295114400000,0.155
1295118000000,0.18
1295121600000,0.197
1295125200000,0.233
1295128800000,0.263
1295132400000,0.27
1295136000000,0.401
1295139600000,0.518
1295143200000,0.575
1295146800000,0.631
1295150400000,0.684
1295154000000,0.75
1295157600000,0.812
1295161200000,0.85
1295164800000,0.876
1295168400000,0.893
1295172000000,0.902
1295175600000,0.91
1295179200000,0.91
1295182800000,0.91
1295186400000,0.917
1295190000000,0.921
1295193600000,0.922
1295197200000,0.92
1295200800000,0.916
1295204400000,0.911
1295208000000,0.902
1295211600000,0.907
1295215200000,0.918
1295218800000,0.929
1295222400000,0.947
1295226000000,0.963
1295229600000,0.97
1295233200000,0.971
1295236800000,0.967
1295240400000,0.959
1295244000000,0.948
1295247600000,0.942
1295251200000,0.939
1295254800000,0.93
1295258400000,0.914
1295262000000,0.899
1295265600000,0.896
1295269200000,0.894
1295272800000,0.887
1295276400000,0.867
1295280000000,0.839
1295283600000,0.813
1295287200000,0.799
1295290800000,0.802
1295294400000,0.811
1295298000000,0.85
1295301600000,0.885
1295305200000,0.863
1295308800000,0.79
1295312400000,0.706
1295316000000,0.577
1295319600000,0.43
1295323200000,0.379
1295326800000,0.401
1295330400000,0.388
1295334000000,0.376
1295337600000,0.4
1295341200000,0.481
1295344800000,0.538
1295348400000,0.564
1295352000000,0.547
1295355600000,0.528
1295359200000,0.501
1295362800000,0.429
1295366400000,0.348
1295370000000,0.315
1295373600000,0.317
1295377200000,0.334
1295380800000,0.346
1295384400000,0.334
1295388000000,0.304
1295391600000,0.241
1295395200000,0.217
1295398800000,0.219
1295402400000,0.199
1295406000000,0.181
1295409600000,0.17
1295413200000,0.156
1295416800000,0.154
1295420400000,0.162
1295424000000,0.179
1295427600000,0.22
1295431200000,0.249
1295434800000,0.282
1295438400000,0.314
1295442000000,0.337
1295445600000,0.348
1295449200000,0.352
1295452800000,0.348
1295456400000,0.354
1295460000000,0.364
1295463600000,0.378
1295467200000,0.364
1295470800000,0.343
1295474400000,0.353
1295478000000,0.364
1295481600000,0.432
1295485200000,0.547
1295488800000,0.568
